height,u,v
227,4.995064692162002,6.628674733392531
234,2.938926261462365,4.045084971874737
239,2.2369481017690798,3.1946929727270676
245,2.0690137428417628,3.067439018453655
252,2.2943057454041846,3.2766081771559668
258,2.5237363199446032,3.6042689948715636
265,2.762590685774623,3.8023798735622534
271,2.938926261462365,4.045084971874737
277,3.189619622705856,4.232768203250652
282,3.3099826273362662,4.392495305260111
287,3.4905271342818804,4.632085958274298
293,3.693968851953949,4.7280645216403325
299,3.817101147019081,4.885666672361677
307,4.090582541823944,5.05144874947031
314,4.216446620033912,5.206877941761705
321,4.435234506837121,5.285706657520949
328,4.499513267805774,5.362311101832847
334,4.723625008731652,5.433908977603959
340,4.854836814529754,5.584850893648514
346,5.018479547691436,5.573586191080457
351,5.085392608327322,5.647900673628196
356,5.219218729599094,5.796529638723675
360,5.387787044493737,5.777694242791449
365,5.455986880499987,5.8508296129533655
369,5.524186716506237,5.923964983115282
373,5.696198637763778,5.898586362776938
378,5.765664474809679,5.970520342810804
382,5.835130311855578,6.042454322844669
387,5.9045961489014775,6.114388302878535
393,6.010407640085654,6.010407640085655
398,6.081118318204308,6.08111831820431
405,6.151828996322962,6.151828996322965
411,6.151828996322962,6.151828996322965
418,6.222539674441618,6.22253967444162
423,6.222539674441618,6.22253967444162
428,6.293250352560273,6.293250352560275
433,6.363961030678928,6.363961030678929
438,6.363961030678928,6.363961030678929
442,6.434671708797581,6.434671708797584
445,6.545992183081726,6.321391171176875
450,6.61792616311559,6.390857008222774
454,6.689860143149456,6.460322845268675
460,6.689860143149456,6.460322845268675
465,6.761794123183321,6.5297886823145745
471,6.833728103217187,6.599254519360474
476,6.833728103217187,6.599254519360474
482,6.788225099390855,6.788225099390858
487,6.85893577750951,6.858935777509512
492,6.929646455628165,6.929646455628168
497,7.00035713374682,7.000357133746823
503,7.071067811865475,7.071067811865477
508,7.141778489984129,7.141778489984131
512,7.085515378681773,7.33726596345424
516,7.224447052773573,7.481133923521972
520,7.293912889819472,7.553067903555837
523,7.229182616662483,7.752349237163209
526,7.365582288674982,7.898619977487044
530,7.293523609311555,8.100278597703598
536,7.427349730583326,8.248907562799076
541,7.494262791219212,8.323222045346816
547,7.479072930491782,8.603689214539603
553,7.392057511395201,8.809511095868249
558,7.520615033332509,8.962719984492043
563,7.425980614388084,9.170322345192256
568,7.488912653493068,9.248036941337952
574,7.449503851440464,9.534930118641336
579,7.51106999897303,9.613731194002009
585,7.402324784770196,9.823216773581702
590,7.4625062870854,9.903080324586432
595,7.3473156536559125,10.112712429686843
600,7.4060941788851595,10.193614129124338
604,7.464872704114407,10.274515828561832
609,7.3417783852933916,10.485146166899094
614,7.3991360289284955,10.567061371327993
620,7.2135884547726326,10.69458468596004
626,7.269507745119707,10.777488443215544
631,7.269507745119707,10.777488443215544
636,7.325427035466781,10.860392200471049
640,7.134771358696854,10.986584440085055
644,7.134771358696854,10.986584440085055
648,7.134771358696854,10.986584440085055
652,7.189235262198357,11.070451496879597
656,6.994934287878303,11.194234869264823
659,6.994934287878303,11.194234869264823
662,6.994934287878303,11.194234869264823
666,7.047926214301624,11.279039678880467
670,6.850006396303721,11.400325099338094
675,6.850006396303721,11.400325099338094
681,6.901510203794726,11.486041829408306
686,6.901510203794726,11.486041829408306
692,6.953014011285731,11.571758559478516
697,6.953014011285731,11.571758559478516
702,7.004517818776736,11.657475289548728
706,7.004517818776736,11.657475289548728
711,7.056021626267742,11.743192019618938
716,7.107525433758748,11.82890874968915
722,7.159029241249753,11.914625479759362
728,7.210533048740758,12.000342209829572
734,7.210533048740758,12.000342209829572
740,7.262036856231763,12.086058939899784
746,7.313540663722769,12.171775669969994
751,7.577845478534829,12.127087775036893
757,7.630837404958149,12.211892584652535
763,7.683829331381469,12.296697394268177
770,7.73682125780479,12.381502203883821
776,8.006193814720898,12.328457348797732
781,8.006193814720898,12.328457348797732
781,8.060657718222402,12.412324405592276
787,8.115121621723905,12.496191462386818
792,8.331974261714127,12.352659831070124
798,8.3878935520612,12.435563588325628
804,8.661004188900797,12.369195868763773
809,8.718361832535901,12.451111073192672
814,8.718361832535901,12.451111073192672
819,8.993114360074838,12.377960013936697
823,9.051892885304085,12.45886171337419
828,9.051892885304085,12.45886171337419
834,9.32813285885675,12.378850405733038
839,9.32813285885675,12.378850405733038
845,9.388314361171954,12.458713956737768
850,9.388314361171954,12.458713956737768
856,9.665885162612833,12.371768831625536
861,9.665885162612833,12.371768831625536
866,9.7274513101454,12.450569906986209
871,9.7274513101454,12.450569906986209
876,9.789017457677966,12.52937098234688
881,9.789017457677966,12.52937098234688
886,9.850583605210531,12.608172057707552
892,9.850583605210531,12.608172057707552
897,9.912149752743098,12.686973133068225
903,9.912149752743098,12.686973133068225
909,9.973715900275662,12.765774208428896
915,9.973715900275662,12.765774208428896
921,10.035282047808229,12.844575283789569
927,10.035282047808229,12.844575283789569
933,10.096848195340794,12.92337635915024
940,10.096848195340794,12.92337635915024
946,9.929947882008799,13.177485915780332
951,9.929947882008799,13.177485915780332
956,9.990129384324003,13.257349466785062
960,10.050310886639208,13.33721301778979
965,10.050310886639208,13.33721301778979
969,10.110492388954412,13.41707656879452
974,10.110492388954412,13.41707656879452
979,9.933570763742793,13.67238720493661
984,9.933570763742793,13.67238720493661
989,9.992349288972042,13.753288904374106
995,9.992349288972042,13.753288904374106
1000,10.051127814201289,13.834190603811603
1005,10.051127814201289,13.834190603811603
1010,10.109906339430536,13.915092303249095
1016,10.168684864659784,13.995994002686592
1022,10.168684864659784,13.995994002686592
1028,10.22746338988903,14.076895702124084
1033,10.22746338988903,14.076895702124084
1038,10.286241915118278,14.15779740156158
1043,10.286241915118278,14.15779740156158
1048,10.345020440347525,14.238699100999076
1053,10.591944407476053,14.055984976832354
1058,10.591944407476053,14.055984976832354
1063,10.652125909791256,14.135848527837082
1068,10.652125909791256,14.135848527837082
1074,10.652125909791256,14.135848527837082
1081,10.652125909791256,14.135848527837082
1088,10.89720811326415,13.94779033883898
1094,10.958774260796716,14.026591414199652
1099,10.958774260796716,14.026591414199652
1104,10.958774260796716,14.026591414199652
1108,11.138970921582125,13.755483517788383
1112,11.138970921582125,13.755483517788383
1117,11.138970921582125,13.755483517788383
1121,11.377340691451744,13.558986643205913
1125,11.377340691451744,13.558986643205913
1129,11.377340691451744,13.558986643205913
1133,11.546638910232927,13.282888611920791
1137,11.546638910232927,13.282888611920791
1141,11.546638910232927,13.282888611920791
1145,11.776698671915906,13.07934892840214
1149,11.776698671915906,13.07934892840214
1153,11.776698671915906,13.07934892840214
1158,11.934971301093722,12.798689778335486
1161,11.934971301093722,12.798689778335486
1165,11.934971301093722,12.798689778335486
1169,11.934971301093722,12.798689778335486
1173,12.156521483032455,12.588446505926393
1179,12.156521483032455,12.588446505926393
1184,12.156521483032455,12.588446505926393
1190,12.156521483032455,12.588446505926393
1195,12.37436867076458,12.374368670764584
1200,12.37436867076458,12.374368670764584
1206,12.37436867076458,12.374368670764584
1211,12.37436867076458,12.374368670764584
1217,12.303657992645924,12.30365799264593
1222,12.303657992645924,12.30365799264593
1227,12.303657992645924,12.30365799264593
1233,12.444578545858667,12.017589808940652
1238,12.444578545858667,12.017589808940652
1243,12.3726445658248,11.948123971894752
1248,12.300710585790936,11.878658134848854
1252,12.228776605757071,11.809192297802953
1256,12.156842625723204,11.739726460757053
1260,12.08490864568934,11.670260623711155
1264,12.213606817040146,11.389372613043726
1268,12.14047144687823,11.321172777037477
1272,12.067336076716312,11.252972941031226
1276,11.921065336392479,11.116573269018728
1281,12.038946172733786,10.8399158230135
1286,11.964631690186048,10.773002762377617
1291,11.999882325542073,10.431338560949067
1296,11.924411367519797,10.365732658050018
1301,11.848940409497517,10.300126755150966
1306,11.950293312656054,10.027486711110017
1312,11.873688868344157,9.963207950141364
1316,11.968047806437347,9.691534022167502
1322,11.89033321029165,9.62860198306252
1327,11.977763454822174,9.358054424950003
1333,11.977763454822174,9.358054424950003
1339,12.13925975271885,9.147588351911134
1346,12.059396201714122,9.08740684959593
1353,12.216156615061704,8.875557309616346
1360,12.2970583144992,8.934335834845593
1366,12.2970583144992,8.934335834845593
1371,12.45111107319267,8.718361832535905
1377,12.533026277621572,8.77571947617101
1382,12.533026277621572,8.77571947617101
1388,12.61494148205047,8.833077119806115
1393,12.69685668647937,8.890434763441219
1398,12.778771890908269,8.947792407076323
1404,12.778771890908269,8.947792407076323
1408,12.860687095337168,9.005150050711428
1413,12.942602299766067,9.062507694346532
1418,13.024517504194966,9.119865337981638
1423,12.944271909999157,9.404564036679572
1429,13.025173609436653,9.46334256190882
1434,13.106075308874146,9.522121087138066
1440,13.186977008311642,9.580899612367315
1445,13.017758813770874,9.809584877378388
1450,13.097622364775601,9.86976637969359
1455,13.097622364775601,9.86976637969359
1459,13.177485915780332,9.929947882008797
1464,13.002177434510914,10.15841434287336
1469,13.080978509871587,10.219980490405927
1473,13.080978509871587,10.219980490405927
1477,13.080978509871587,10.219980490405927
1482,12.900622960185713,10.446718491427308
1486,12.900622960185713,10.446718491427308
1491,12.900622960185713,10.446718491427308
1496,12.900622960185713,10.446718491427308
1501,12.900622960185713,10.446718491427308
1507,12.900622960185713,10.446718491427308
1512,12.900622960185713,10.446718491427308
1512,12.900622960185713,10.446718491427308
1517,12.900622960185713,10.446718491427308
1522,12.900622960185713,10.446718491427308
1528,13.080978509871587,10.219980490405927
1534,13.002177434510914,10.15841434287336
1540,13.002177434510914,10.15841434287336
1546,13.002177434510914,10.15841434287336
1551,13.177485915780332,9.929947882008797
1555,13.177485915780332,9.929947882008797
1560,13.177485915780332,9.929947882008797
1564,13.34878040718663,9.698456662825809
1569,13.34878040718663,9.698456662825809
1574,13.34878040718663,9.698456662825809
1580,13.51600873076836,9.464011199792266
1585,13.51600873076836,9.464011199792266
1591,13.597923935197262,9.521368843427371
1596,13.762023704413696,9.282602197614393
1601,13.762023704413696,9.282602197614393
1605,13.921931427894041,9.041007981249448
1610,13.921931427894041,9.041007981249448
1615,13.921931427894041,9.041007981249448
1619,14.16240320581231,8.849651712694524
1623,14.16240320581231,8.849651712694524
1627,14.16240320581231,8.849651712694524
1631,14.314693921725272,8.60113585099791
1635,14.400410651795484,8.652639658488916
1639,14.400410651795484,8.652639658488916
1644,14.400410651795484,8.652639658488916
1649,14.486127381865693,8.70414346597992
1655,14.635829323957008,8.450000000000006
1661,14.722431864335451,8.500000000000007
1667,14.722431864335451,8.500000000000007
1673,14.809034404713897,8.550000000000008
1680,14.809034404713897,8.550000000000008
1685,14.89563694509234,8.600000000000007
1691,14.89563694509234,8.600000000000007
1696,14.982239485470785,8.650000000000007
1701,15.068842025849227,8.700000000000006
1706,15.218382904225487,8.43568739228626
1710,15.305844874939428,8.484168354310894
1716,15.393306845653369,8.53264931633553
1721,15.393306845653369,8.53264931633553
1727,15.480768816367306,8.581130278360162
1732,15.568230787081246,8.629611240384795
1737,15.501854727741446,8.950000000000006
1742,15.501854727741446,8.950000000000006
1746,15.58845726811989,9.000000000000007
1750,15.58845726811989,9.000000000000007
1755,15.675059808498336,9.05000000000001
1760,15.761662348876778,9.100000000000009
1765,15.761662348876778,9.100000000000009
1769,15.848264889255223,9.15000000000001
1774,15.848264889255223,9.15000000000001
1778,15.934867429633664,9.200000000000008
1783,15.934867429633664,9.200000000000008
1787,15.934867429633664,9.200000000000008
1791,15.857595062989073,9.528204385836007
1795,15.857595062989073,9.528204385836007
1799,15.857595062989073,9.528204385836007
1804,15.857595062989073,9.528204385836007
1809,15.857595062989073,9.528204385836007
1814,15.857595062989073,9.528204385836007
1820,15.857595062989073,9.528204385836007
1825,15.857595062989073,9.528204385836007
1830,15.857595062989073,9.528204385836007
1834,15.857595062989073,9.528204385836007
1839,15.857595062989073,9.528204385836007
1844,15.857595062989073,9.528204385836007
1849,15.857595062989073,9.528204385836007
1855,15.857595062989073,9.528204385836007
1861,15.857595062989073,9.528204385836007
1866,15.857595062989073,9.528204385836007
1872,15.857595062989073,9.528204385836007
1877,16.02146997001211,9.250000000000009
1883,16.02146997001211,9.250000000000009
1889,16.02146997001211,9.250000000000009
1895,16.02146997001211,9.250000000000009
1900,16.02146997001211,9.250000000000009
1906,16.02146997001211,9.250000000000009
1912,16.180464582078823,8.968977974557232
1917,16.180464582078823,8.968977974557232
1921,16.09300261136488,8.920497012532596
1926,16.09300261136488,8.920497012532596
1930,16.09300261136488,8.920497012532596
1934,16.09300261136488,8.920497012532596
1939,16.246235708604257,8.638276755260389
1944,16.157940949318366,8.591329598981801
1948,16.157940949318366,8.591329598981801
1953,16.157940949318366,8.591329598981801
1958,16.157940949318366,8.591329598981801
1962,16.069646190032472,8.544382442703212
1967,16.069646190032472,8.544382442703212
1972,16.069646190032472,8.544382442703212
1978,16.069646190032472,8.544382442703212
1984,15.98135143074658,8.497435286424624
1990,15.98135143074658,8.497435286424624
1996,15.98135143074658,8.497435286424624
2000,15.98135143074658,8.497435286424624
2006,15.893056671460686,8.450488130146034
2011,15.893056671460686,8.450488130146034
2016,15.893056671460686,8.450488130146034
2021,15.893056671460686,8.450488130146034
2026,15.98135143074658,8.497435286424624
2030,15.98135143074658,8.497435286424624
2035,15.98135143074658,8.497435286424624
2038,15.830616699223066,8.775054126458697
2043,15.918078669937003,8.82353508848333
2047,15.918078669937003,8.82353508848333
2052,16.005540640650946,8.872016050507964
2056,16.005540640650946,8.872016050507964
2061,16.09300261136488,8.920497012532596
2065,16.180464582078823,8.968977974557232
2069,16.180464582078823,8.968977974557232
2072,16.267926552792765,9.017458936581866
2076,16.267926552792765,9.017458936581866
2079,16.3553885235067,9.065939898606498
2083,16.442850494220643,9.114420860631133
2087,16.442850494220643,9.114420860631133
2092,16.530312464934582,9.162901822655765
2097,16.530312464934582,9.162901822655765
2103,16.61777443564852,9.2113827846804
2109,16.61777443564852,9.2113827846804
2115,16.705236406362463,9.259863746705035
2121,16.864299023605508,8.966906849210513
2127,16.864299023605508,8.966906849210513
2132,16.864299023605508,8.966906849210513
2137,16.864299023605508,8.966906849210513
2142,16.952593782891398,9.013854005489103
2146,16.952593782891398,9.013854005489103
2150,16.952593782891398,9.013854005489103
2154,16.864299023605508,8.966906849210513
2157,16.864299023605508,8.966906849210513
2161,17.018224611997827,8.671218545025347
2165,17.018224611997827,8.671218545025347
2169,17.018224611997827,8.671218545025347
2172,17.018224611997827,8.671218545025347
2176,17.018224611997827,8.671218545025347
2181,16.929123959578988,8.625819495051392
2185,16.929123959578988,8.625819495051392
2189,16.929123959578988,8.625819495051392
2194,16.776004264319614,8.919959692931924
2200,16.776004264319614,8.919959692931924
2205,16.776004264319614,8.919959692931924
2211,16.68770950503372,8.873012536653334
2216,16.68770950503372,8.873012536653334
2221,16.68770950503372,8.873012536653334
2226,16.530312464934582,9.162901822655765
2230,16.530312464934582,9.162901822655765
2233,16.442850494220643,9.114420860631133
2237,16.442850494220643,9.114420860631133
2240,16.442850494220643,9.114420860631133
2244,16.281277591147443,9.40000000000001
2247,16.281277591147443,9.40000000000001
2250,16.194675050768996,9.350000000000009
