0.18,0.542
0.179,0.542
0.18,0.541
0.183,0.541
0.183,0.541
0.183,0.541
0.184,0.541
0.185,0.54
0.184,0.54
0.183,0.541
0.183,0.541
0.183,0.541
0.184,0.541
0.185,0.54
0.186,0.54
0.185,0.54
0.185,0.54
0.185,0.54
0.185,0.54
0.185,0.54
0.183,0.541
0.183,0.541
0.184,0.54
0.183,0.541
0.183,0.541
0.183,0.541
0.184,0.54
0.183,0.541
0.183,0.541
0.185,0.54
0.187,0.539
0.189,0.539
0.189,0.539
0.19,0.539
0.19,0.539
0.191,0.538
0.194,0.538
0.195,0.537
0.196,0.537
0.195,0.537
0.194,0.538
0.194,0.538
0.195,0.537
0.197,0.537
0.198,0.537
0.199,0.536
0.2,0.536
0.201,0.536
0.203,0.535
0.204,0.535
0.205,0.535
0.204,0.535
0.205,0.535
0.206,0.535
0.205,0.535
0.205,0.535
0.205,0.535
0.206,0.535
0.205,0.535
0.206,0.535
0.208,0.534
0.209,0.534
0.209,0.534
0.208,0.534
0.208,0.534
0.209,0.534
0.21,0.534
0.212,0.533
0.213,0.533
0.214,0.533
0.215,0.532
0.215,0.532
0.217,0.532
0.218,0.532
0.219,0.532
0.219,0.532
0.219,0.531
0.221,0.531
0.222,0.531
0.223,0.531
0.225,0.53
0.225,0.53
0.227,0.53
0.228,0.53
0.23,0.529
0.232,0.529
0.234,0.529
0.235,0.528
0.235,0.528
0.235,0.528
0.235,0.528
0.236,0.528
0.237,0.528
0.237,0.528
0.239,0.528
0.24,0.527
0.242,0.527
0.244,0.527
0.245,0.526
0.247,0.526
0.248,0.526
0.25,0.526
0.25,0.526
0.251,0.525
0.252,0.525
0.251,0.525
0.252,0.525
0.253,0.525
0.254,0.525
0.255,0.525
0.255,0.525
0.256,0.525
0.256,0.525
0.258,0.524
0.261,0.524
0.262,0.524
0.263,0.524
0.264,0.523
0.266,0.523
0.267,0.523
0.268,0.523
0.27,0.523
0.271,0.522
0.273,0.522
0.274,0.522
0.275,0.522
0.278,0.522
0.279,0.521
0.28,0.521
0.282,0.521
0.283,0.521
0.284,0.521
0.285,0.521
0.286,0.521
0.288,0.52
0.289,0.52
0.289,0.52
0.29,0.52
0.291,0.52
0.291,0.52
0.292,0.52
0.294,0.52
0.295,0.52
0.295,0.519
0.296,0.519
0.298,0.519
0.3,0.519
0.301,0.519
0.302,0.519
0.303,0.519
0.305,0.518
0.307,0.518
0.307,0.518
0.308,0.518
0.311,0.518
0.314,0.518
0.315,0.518
0.317,0.517
0.319,0.517
0.321,0.517
0.321,0.517
0.323,0.517
0.325,0.517
0.326,0.517
0.328,0.517
0.329,0.517
0.33,0.516
